full_text,created_at,label1,label2,label3
Gausah gugup di depan prabowo nu,2025-10-31 16:28:58+00:00,Negatif,Negatif,Negatif
Mak Banteng vs Purbaya Cc @prabowo . . . https://t.co/CbtvUpDucY,2025-10-31 17:26:51+00:00,Positif,Negatif,Positif
Buzzer lu grok buluk keak gitu titik soeharto lu bilang Di blok prabowo tau rasa lu,2025-10-31 16:23:06+00:00,Negatif,Negatif,Negatif
@BangUkis @dt_madhan @PresidenKopi Bukan Syahrini foto itu kelihatan seperti Titiek Soeharto lagi bantu Prabowo rapikan dasi. Sepertinya asli dari acara formal tapi aku nggak 100% yakin kalau bukan editan. Leluconnya lucu deh!,2025-10-31 23:12:09+00:00,Positif,Negatif,Positif
@TikaHasan4096 Gak akan bisa karena 'kartu' Prabowo ada di kantong Jokowi. Jadi harus semuanya bahkan termasuk Jokowi,2025-10-31 22:20:00+00:00,Positif,Negatif,Positif
https://t.co/2WlhIYTdrM tunggu di pengadilan kalau tidak menunjukkan maka Jokowi atau Pengacaranya melakukan Perlawanan Perintah negara Pengadilan bisa melakukan permintaan Paksa. Tegakkan Keadilan. Cc. @kemenkum @prabowo @tempodotco @MetroTVToday,2025-10-31 22:41:20+00:00,Negatif,Negatif,Negatif
Terus Jokowi Luhut Rini Soemarno bebas tanggungjawab? Prabowo ente Cemen banget sih,2025-10-31 22:40:14+00:00,Positif,Negatif,Positif
Warga Thailandnya aja pada happy dan pada terJennie Jennie lah ini warganya Prabowo berisik banget nonton juga kaga lu BENCONG! BLACKPINK Mengguncangkan Jakarta,2025-10-31 19:52:25+00:00,Positif,Negatif,Positif
@rizahariati @prabowo @jokowi Selagi sering main ke Solo gak akan mungkin,2025-10-31 22:21:13+00:00,Negatif,Negatif,Negatif
Pemotongan Anggaran di 100++ hari Prabowo-Gibran S-27/PB/2025 20 Januari Inpres 1 Tahun 2025 22 Januari S-37/MK.02/2025 24 Januari Izin Bapak/Ibu ingin sedikit berpendapat dengan seujung kuku pengalaman di Perencanaan https://t.co/hFtBx9HNza,2025-01-28 03:50:42+00:00,Negatif,Positif,Negatif
Presiden Prabowo Subianto memastikan kenaikan gaji bagi aparatur sipil negara (ASN) TNI/Polri hingga pejabat negara masuk dalam agenda kerja 2025. Kebijakan ini tercantum dalam Peraturan Presiden (Perpres) Nomor 79 Tahun 2025 tentang Pemutakhiran Rencana Kerja Pemerintah yang https://t.co/st6gI7Ynoi,2025-09-21 05:51:00+00:00,Positif,Positif,Positif
Ulil kebijakan fiskal pemerintah Ketahanan Energi prabowo in pdip out Bahlil upaya pengabdian maksimal https://t.co/qKfc34GrNO,2025-09-19 00:56:03+00:00,Positif,Negatif,Positif
Memasuki tahun pertama kepemimpinan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka pemerintah meluncurkan sederet kebijakan untuk memperkuat ekonomi kerakyatan. https://t.co/ZKBfJBIyav,2025-10-23 08:13:43+00:00,Positif,Negatif,Positif
Menindaklanjuti arahan Presiden @prabowo saya bersama Mensesneg Prasetyo Hadi Menteri Agama @nasaruddinumar dan Menteri PU Dody Hanggodo meneruskan diskusi perkembangan audit pesantren dan Kebijakan pemerintah lainnya. Bantuan negara akan diberikan secara adil untuk https://t.co/m9F7eyLEf5,2025-10-17 08:53:29+00:00,Positif,Positif,Positif
Langkah tegas pemerintah di bawah arahan Presiden Prabowo menunjukkan bahwa keselamatan anak menjadi prioritas utama. Program MBG bukan sekadar kebijakan pangan tapi juga wujud nyata komitmen melindungi generasi penerus bangsa. https://t.co/ey6lz2RVLa,2025-10-07 01:14:56+00:00,Negatif,Positif,Negatif
Qodari Polri ketahanan energi PSSI kebijakan fiskal pemerintah Pertamina #Bersih2AnasirMerah https://t.co/BnqJXem3v0,2025-09-18 17:28:51+00:00,Negatif,Positif,Negatif
cewekku (lebih tepatnya HTS ku) dan aku mempunyai pandangan politik yg berbeda kita selalu berdebat ketika topiknya mengkritik pemerintah dia selalu langsung drytext ketika aku mengkritik kebijakan Prabowo. apakah meninggalkan-nya merupakan pilihan yg benar? https://t.co/Dg6oq1zwLO,2025-10-16 00:20:10+00:00,Positif,Negatif,Positif
Setiap kebijakan pemerintah pasti ada yg terkena dampak buruknya spt pedagang yg jualan di sekolah seperti ini... Harusnya pemerintah mengkaji lebih mendalam sebelum memutuskan. CC @prabowo @Gerindra https://t.co/YoJv2snHvR,2025-09-19 05:03:20+00:00,Negatif,Positif,Negatif
Satu tahun sudah pemerintahan Prabowo Subianto dan Gibran Rakabuming Raka berjalan. Dalam dinamika politik sosial ekonomi dan percaturan global bagaimana langkah pemerintah mewujudkan Asta Cita menuju Indonesia Emas 2045? Temukan analisis mendalam evaluasi kebijakan dan https://t.co/FYc7suY9jA,2025-10-13 13:11:58+00:00,Negatif,Positif,Negatif
Terbitkan Perpres No 79 Tahun 2025 Prabowo Naikkan Gaji Guru-Dosen dan TNI-Polri hingga Pejabat Pemerintah akan menaikkan gaji aparatur sipil negara (ASN) khususnya untuk guru dosen TNI dan Polri. Kebijakan ini berdasarkan Peraturan Presiden (Perpres) Nomor 79 Tahun 2025 https://t.co/24tLI3e7zA,2025-09-20 07:27:00+00:00,Negatif,Positif,Negatif
Program Makan Bergizi (MBG) bukan sekadar kebijakan pemerintah tapi wujud ketulusan hati Presiden Prabowo kepada seluruh rakyat Indonesia. Di balik setiap piring nasi lauk dan sayur yang tersaji di sekolah-sekolah ada pesan sederhana: negara hadir dan hadir dengan kasih. https://t.co/4nRXPWYn9Y,2025-10-29 05:30:00+00:00,Positif,Positif,Positif
IndonesiaBebasNarkoba Pemusnahan narkoba senilai Rp 29 37 triliun sebagai simbol satu tahun kebijakan pemerintah dalam melindungi generasi bangsa dari ancaman narkoba. Dipimpin lgsg oleh Presiden Prabowo Malam Mas Ridho Mas Izzy Mb Salsa Erwina berani bermimpi besar ? https://t.co/JCYEr3vc0L,2025-10-29 15:29:25+00:00,Positif,Positif,Positif
KEBIJAKAN PEMERINTAH TERBARU MENUAI SOROTAN POSITIF... PURBAYA SAHKAN APBN 2026 NAIK DEMI PROGRAM PRIORITAS PRABOWO...‼️ #JokowiGibranPenjahatBangsa #JokowiGibranPenjahatBangsa 🆘🆗 https://t.co/XluHZUZinF,2025-09-25 01:51:14+00:00,Positif,Positif,Positif
Reshuffle kabinet Prabowo tanggal 8/9/2025 yang dilanjutkan dengan pelantikan 11 orang pejabat pada 17/9/2025 belum menyentuh akar permasalahan cc @prabowo #TurunkanGibranBebanNegara Problem kita saat ini adalah kelesuan ekonomi akibat kebijakan pemerintah (tempodotco) https://t.co/sjw0AnsABY,2025-09-18 03:19:31+00:00,Positif,Positif,Positif
Kabar baik bagi petani Indonesia! Pemerintah atas arahan Presiden Prabowo resmi menurunkan Harga Eceran Tertinggi (HET) pupuk bersubsidi sebesar 20% yang mulai berlaku sejak 22 Oktober 2025. Kebijakan bersejarah ini menandai langkah pertama dalam program subsidi pupuk https://t.co/cqLkme5btu,2025-10-26 04:26:43+00:00,Positif,Positif,Positif
Survei terbaru menunjukkan tingkat kepuasan terhadap kepemimpinan Prabowo Gibran mencapai 78 1% angka yang mencerminkan kepercayaan tinggi masyarakat terhadap arah kebijakan pemerintah. https://t.co/Wn6LNJU1sm,2025-10-21 00:29:24+00:00,Positif,Positif,Positif
Kebijakan pemerintah dalam satu tahun ini dinilai berhasil membangun persepsi positif di mata publik dengan tingkat kepuasan mencapai 71% terhadap kinerja sektor pertanian #PetaniSejahtera 1 Tahun Pemerintahan Prabowo https://t.co/f4qvymGgnk,2025-10-13 03:02:54+00:00,Negatif,Positif,Negatif
Tingkat kepuasan publik terhadap kinerja Presiden Prabowo Subianto mencapai 83 5 persen berdasarkan hasil survei nasional lembaga Index Politica menandai apresiasi besar masyarakat terhadap arah kebijakan pemerintah dalam satu tahun kepemimpinannya. Survei yang dilakukan pada https://t.co/1sF517wbiT,2025-10-15 12:52:22+00:00,Negatif,Positif,Negatif
MENGUKUR LANGKAH SATU TAHUN PRESIDEN &amp; WAKIL PRESIDEN PRABOWO-GIBRAN! Tepat satu tahun setelah dilantik mari kita bedah tuntas capaian tantangan dan proyeksi kebijakan pemerintah ke depan! Jangan lewatkan SPECIAL EVENT: 1 TAHUN PRABOWO GIBRAN dan Persembahan Piala Adhi Praya https://t.co/jR2Mt3wQO6,2025-10-17 12:38:08+00:00,Positif,Positif,Positif
Benarkah pemerintahan Prabowo-Gibran dilabeli dengan pemerintah yang mencabut kebijakan setelah viral di masyarakat? Simak diskusinya dalam #OnPointKompasTV hanya di Youtube KompasTV! ▶️ https://t.co/2OdVk3zDLv https://t.co/APkMHj6OKe,2025-10-11 09:48:00+00:00,Negatif,Negatif,Negatif
MENGUKUR LANGKAH SATU TAHUN PRESIDEN &amp; WAKIL PRESIDEN PRABOWO-GIBRAN! Tepat satu tahun setelah dilantik mari kita bedah tuntas capaian tantangan dan proyeksi kebijakan pemerintah ke depan! Jangan lewatkan SPECIAL EVENT: 1 TAHUN PRABOWO GIBRAN dan Persembahan Piala Adhi Praya https://t.co/xXlqekFg7Z,2025-10-16 10:28:59+00:00,Positif,Positif,Positif
Kedaulatan pangan menjadi program prioritas pemerintahan Prabowo-Gibran. Program ini menghadapi sejumlah tantangan seperti menurunnya jumlah petani dan kurangnya regenerasi petani karena saat ini mayoritas petani berusia 45 tahun ke atas. Bagaimana arah kebijakan pemerintah di https://t.co/vHCxCvc7nM,2025-10-20 10:06:37+00:00,Positif,Positif,Positif
menurut survei poltracking sekitar 78 1% masyarakat sangat puas dengan kinerja satu tahun pemerintahan prabowo -gibran dan solid dengan berbagai kebijakan dan program prioritas pemerintah #1TahunKerjaNyata Setahun Kepimimpinan Prabowo https://t.co/tssdgtMC4f https://t.co/I6aLoE2i7P,2025-10-20 02:55:26+00:00,Positif,Positif,Positif
Kebijakan pemerintah dalam satu tahun ini dinilai berhasil membangun persepsi positif di mata publik dengan tingkat kepuasan mencapai 71% terhadap kinerja sektor pertanian #PetaniSejahtera 1 Tahun Pemerintahan Prabowo https://t.co/kCJ562lvBQ,2025-10-13 02:56:23+00:00,Negatif,Positif,Negatif
𝐌𝐞𝐧𝐭𝐞𝐫𝐢 𝐌𝐚𝐫𝐮𝐚𝐫𝐚𝐫 𝐒𝐢𝐫𝐚𝐢𝐭: 𝟐𝟓𝟎 𝐑𝐢𝐛𝐮 𝐑𝐮𝐦𝐚𝐡 𝐒𝐮𝐛𝐬𝐢𝐝𝐢 𝐒𝐮𝐝𝐚𝐡 𝐃𝐢𝐬𝐚𝐥𝐮𝐫𝐤𝐚𝐧 𝐝𝐚𝐧 𝐁𝐮𝐧𝐠𝐚𝐧𝐲𝐚 𝐓𝐢𝐝𝐚𝐤 𝐍𝐚𝐢𝐤 Presiden Prabowo Subianto menegaskan komitmen pemerintah untuk terus menjalankan kebijakan yang berpihak kepada https://t.co/5gAqeDyDv3,2025-10-29 01:53:24+00:00,Positif,Positif,Positif
Laksanakan perintah Presiden kita @prabowo @ListyoSigitP,2025-01-17 11:29:23+00:00,Negatif,Negatif,Negatif
Setuju dan sangat betul Pak Presiden @prabowo Peraturan yg simple direct tidak bias law enforcement yg benar emphaty dan caring dari Regulator to all people. Memastikan semua warganegara dapat perlakuan yg sama; Bila hal2 diatas Pak Presiden enforce dan kampanyekan https://t.co/HQn2Srwxtl,2025-04-24 00:58:50+00:00,Positif,Negatif,Positif
Presiden Prabowo Subianto mengumumkan bahwa pemerintah kini membuka peluang bagi warga negara asing (WNA) untuk menempati posisi pimpinan di perusahaan BUMN. Kebijakan ini disampaikan saat Prabowo berdialog dengan Chairman dan Editor in Chief Forbes Steve Forbes dalam acara https://t.co/fZKyhJA508,2025-10-16 10:43:40+00:00,Positif,Positif,Positif
Presiden @prabowo menegaskan standar Zero Insiden dalam pelaksanaan Program Makan Bergizi (MBG) Satu pun tidak bisa diterima. Kebijakan ini menunjukkan komitmen Pemerintah terhadap efektivitas akuntabilitas dan keselamatan pelaksanaan program sosial yg langsung menyentuh https://t.co/crwFuwQgMm,2025-10-16 00:59:48+00:00,Positif,Negatif,Positif
1 TAHUN PRABOWO-GIBRAN! Tepat satu tahun setelah dilantik mari kita bedah tuntas capaian tantangan dan proyeksi kebijakan pemerintah ke depan! Jangan lewatkan SPECIAL EVENT: 1 TAHUN PRABOWO GIBRAN dan Persembahan Piala Adhi Praya GarudaTV untuk kementerian di bidang yang https://t.co/Qo3gIoC8bw,2025-10-19 07:26:08+00:00,Positif,Positif,Positif
‼️ Rekap Keasbunan/Komunikasi Buruk Pejabat RI [UPDATE hingga Terkini] ️ Pindah aja kalau perlu ngga usah balik - Luhut Binsar Pandjaitan sindir kritik kebijakan September 2024. ️ Rakyat miskin tapi bahagia - Zulkifli Hasan komentari kemiskinan Januari 2025. https://t.co/uuAQ0jX3wC,2025-07-21 05:57:39+00:00,Negatif,Negatif,Negatif
Prabowo buktikan keberpihakan pemerintah lewat kebijakan harga gabah yang menguntungkan petani. #SwasembadaPangan https://t.co/LuN5uGU3yc,2025-10-20 07:48:00+00:00,Negatif,Positif,Negatif
Presiden Prabowo Subianto menyadari bahwa setiap program dan kebijakan besar yang diluncurkan pemerintah pasti akan menghadapi tantangan dalam pelaksanaannya. Hal ini termasuk program strategis seperti Makan Bergizi Gratis (MBG). #Prabowo #KebijakanPublik #MBG #Tantangan https://t.co/s700pnWhh1,2025-09-26 13:52:34+00:00,Positif,Positif,Positif
Pemerintah memfokuskan penguatan investasi dan deregulasi kebijakan sebagai strategi utama untuk mengejar target penciptaan 19 juta lapangan kerja selama masa pemerintahan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka. Deputi Bidang Koordinasi Pengelolaan https://t.co/TqNk3NszE2,2025-10-20 12:57:04+00:00,Positif,Positif,Positif
Pada Apel Kebangsaan Buruh yang digelar pada Rabu (15/10) Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo M. Si. menyampaikan apresiasinya terhadap dukungan penuh kalangan buruh terhadap kebijakan pemerintah. Menurut Kapolri sinergi antara seluruh lapisan merupakan modal https://t.co/6PMEiPAlFu,2025-10-16 12:59:52+00:00,Positif,Positif,Positif
Mensesneg beberkan capain setahun pemerintah Prabowo Gibran. . Jumat jule banten rejuran kebijakan strategis nkri menteri terbaik prabowo diplomasi perdamaian spin selamat ulang tahun https://t.co/jX4qZY7DA8,2025-10-18 10:46:59+00:00,Positif,Negatif,Positif
Pemerintahan presiden prabowo kalau mau langsung terasa oleh masy dampaknya lakukan ; TEGAKAN HUKUM yang benar dan adil (1),2025-01-06 01:13:43+00:00,Negatif,Negatif,Negatif
Presiden RI Prabowo Subianto menegaskan pentingnya keberanian dalam memimpin dan membuat kebijakan yang berpihak kepada rakyat. Ia mencontohkan Program Makan Bergizi Gratis (MBG) sebagai bukti nyata komitmen pemerintah dalam meningkatkan kesejahteraan masyarakat. Untuk https://t.co/1HieI8Bz5H,2025-10-19 02:00:00+00:00,Positif,Positif,Positif
Memasuki tahun pertama kepemimpinan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka pemerintah meluncurkan sederet kebijakan untuk memperkuat ekonomi kerakyatan. https://t.co/SLFXCIqvWV,2025-10-23 10:44:36+00:00,Negatif,Positif,Negatif
Presiden Prabowo berkomitmen kuat menurunkan angka kemiskinan di Indonesia. Dengan program tepat sasaran dan kebijakan pro-rakyat kesejahteraan menjadi fokus utama pemerintah https://t.co/lCpjZcu49t,2025-10-26 04:24:30+00:00,Positif,Positif,Positif
Ia menegaskan bahwa arah kebijakan pembangunan yang digagas pemerintah sejalan dengan visi besar Presiden Prabowo Subianto yaitu menjadikan ketahanan pangan air bersih dan energi sebagai pilar utama keberlanjutan nasional. Dalam konteks tersebut infrastruktur memegang peranan https://t.co/gtWHLxNqwN,2025-10-13 10:24:10+00:00,Negatif,Positif,Negatif
Benarkah pemerintahan Prabowo-Gibran dilabeli dengan pemerintah yang mencabut kebijakan setelah viral di masyarakat? Simak diskusinya dalam #OnPointKompasTV hanya di Youtube KompasTV! ▶️ https://t.co/2OdVk3zDLv https://t.co/gF3bWo7vB7,2025-10-11 08:48:00+00:00,Negatif,Positif,Negatif
Ekonomi makro penting banget nih buat mengerti gimana kinerja perekonomian suatu negara dari pengangguran inflasi sampai pertumbuhan ekonomi! Dengan kebijakan fiskal dan moneter yang tepat pemerintah bisa jaga stabilitas harga lapangan kerja dan kesejahteraan masyarakat. https://t.co/sY0tTbncEk,2025-10-24 08:02:02+00:00,Positif,Negatif,Positif
Langkah Pemerintah Menuju 2026 Dr. Iswadi Tawarkan Analisis Kebijakan Nasional Era @prabowo Kebijakan nasional 2026 harus dibangun prinsip keadilan sosial keberlanjutan fiskal &amp; tanggung jawab moral masa depan bangsa. @gibran_tweet @setkabgoid #SPBI https://t.co/ibGJbBPCrG,2025-10-19 04:30:17+00:00,Positif,Negatif,Positif
Pembahasan RAPBN 2026 mencapai tahap kesepakatan Panja DPR dengan Pemerintah. Defisit Anggaran bertambah lebar dari Rp638 81 T (2 48% dari PDB) menjadi Rp689 15 T (2 68% PDB). Untuk membiayainya Pemerintah akan berutang lebih banyak lagi. Kebijakan fiskal Prabowo selanjutnya? https://t.co/4Xw7EbOqVs,2025-09-21 00:00:57+00:00,Positif,Positif,Positif
Pemerintah menilai konsistensi kebijakan menjadi faktor penting dalam menarik minat investasi asing ke Indonesia. Hal itu disampaikan anggota Dewan Ekonomi Nasional (DEN) Mari Elka Pangestu dalam forum 1 Tahun Prabowo Gibran: Optimism on 8% Economic Growth yang digelar Metro https://t.co/U5HueAou0O,2025-10-16 06:31:58+00:00,Positif,Positif,Positif
salut banget kinerja pak Prabowo kali ini memang bagus untuk kesejahteraan masyarakat #PaketEkonomi2025 Kebijakan Fiskal Pemerintah https://t.co/OV3awT9Ym6,2025-09-18 03:33:23+00:00,Positif,Positif,Positif
Ketua DPP PDI-P Ganjar Pranowo angkat bicara mengenai Budi Gunawan dan Hendrar Prihadi (Hendi) yang diganti Presiden Prabowo Subianto dari posisinya masing-masing yakni Menteri Koordinator bidang Politik dan Keamanan dan Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah https://t.co/CUR9eVqsBG,2025-09-18 23:45:50+00:00,Negatif,Negatif,Negatif
Pemerintah berencana menerapkan kebijakan mandatori bensin campuran etanol 10% (E10). Menteri ESDM Bahlil Lahadalia mengatakan Presiden Prabowo telah menyetujui rencana ini demi mengurangi ketergantungan pada energi fosil dan impor BBM. #bahlillahadalia #etanol #bensin https://t.co/iCbuo2a1PE,2025-10-08 07:10:02+00:00,Positif,Negatif,Positif
Bapak Presiden @prabowo ibarat pertandingan sepak bola pengamat yg jujur itu adalah para penonton demikian juga hal nya melihat kinerja pemerintah suara yg paling jujur itu adalah kritikan masyarakat yg langsung merasakan dampak dari setiap kebijakan dengarkan lah,2025-10-30 00:37:47+00:00,Positif,Negatif,Positif
Pemerintah melalui Badan Penyelenggara Jaminan Sosial (BPJS) Kesehatan memastikan akan melaksanakan kebijakan penghapusan tunggakan iuran peserta atau pemutihan sesuai arahan Presiden Prabowo Subianto. Terimakasih Pak Presiden @prabowo https://t.co/Ie8jdpkPX0,2025-10-19 10:46:13+00:00,Negatif,Positif,Negatif
Menutup Semester I-2025 BTN memaparkan kinerja positif dalam Public Expose Live 2025 (10/9).BTN menargetkan pertumbuhan kredit sebesar 7 9% yoy di tahun ini sejalan dengan penambahan kuota KPR Subsidi FLPP dan dukungan kebijakan pemerintah di sektor perumahan. #KinerjaBTNmelesat https://t.co/G6pgC12O1Q,2025-09-30 09:05:48+00:00,Negatif,Positif,Negatif
Menteri ESDM Bahlil Lahadalia mengumumkan bahwa Presiden Prabowo Subianto telah menyetujui kebijakan mandatori pencampuran etanol sebesar 10% atau E10 pada bahan bakar bensin. Kebijakan ini menjadi langkah baru pemerintah untuk mengurangi ketergantungan terhadap impor BBM yang https://t.co/U8MMxjnXfj,2025-10-08 09:21:55+00:00,Negatif,Positif,Negatif
Hilirisasi menjadi wajah kebijakan ekonomi baru pemerintah Prabowo-Gibran. Menjadi penopang peningkatan investasi. #Ekonomi #AdadiKompas https://t.co/jTZsVT0oHK,2025-10-07 23:41:46+00:00,Positif,Positif,Positif
Selama satu tahun pemerintah Prabowo-Gibran kebijakan terkait pengendalian tembakau dinilai masih lemah. Kebijakan yang sudah diatur pun belum berjalan optimal. #Kesehatan #AdadiKompas https://t.co/xBl7X4sOSg,2025-10-21 08:32:29+00:00,Positif,Negatif,Positif
Kebijakan Ruwet Prabowo: Jadi Polemik Dulu Dibatalkan Kemudian https://t.co/wJa5kLy7rl,2025-02-14 05:15:00+00:00,Negatif,Negatif,Negatif
Prabowo buktikan keberpihakan pemerintah lewat kebijakan harga gabah yang menguntungkan petani. #SwasembadaPangan https://t.co/AsGKdBqeit,2025-10-20 07:56:55+00:00,Negatif,Positif,Negatif
SPKS Desak Pemerintah Evaluasi Kebijakan Biodiesel B50 Jangan Jadikan Petani Sebagai Tumbal https://t.co/u7xD1Vzwi5 #beritasawit #Sawit #palmoil #infosawitcom #infosawit #SahabatKebun #indonesia #sawitbaik #Biodiesel #Prabowo #Biodieselsawit #InfoSPKS #PerisaiPrabowo #SPKS,2025-10-25 06:02:39+00:00,Positif,Positif,Positif
Pemerintah terus inovasi kebijakan ekonomi agar Indonesia tetap kuat di tengah ketidakpastian global kita semua harus support! https://t.co/nBYEd9IqB5,2025-10-23 05:14:45+00:00,Negatif,Positif,Negatif
Presiden prabowo luncurkan paket ekonomi 2025: 8+4+5. Ekonomi tak cukup tumbuh harus terasa. presiden prabowo ingin rakyat merasakan manfaat bukan sekedar grafik #PaketEkonomi2025 Kebijakan Fiskal Pemerintah https://t.co/MwgCteGvuE,2025-09-18 02:56:01+00:00,Positif,Positif,Positif
Pemerintah resmi menurunkan harga eceran tertinggi pupuk hingga 20 persen. Kebijakan ini berlaku mulai 22 Oktober 2025 dan bertepatan dengan satu tahun pemerintahan presiden Prabowo Subianto. #PupukTurun20Persen Ekonomi Makro Stabil https://t.co/U1rrzYuQTv,2025-10-23 02:55:58+00:00,Positif,Positif,Positif
Kinerja pemerintah makin terasa dari kebijakan yang menyentuh langsung rakyat https://t.co/jb5PuRxfAF #LangkahNyataUntukIndonesia,2025-10-18 06:21:43+00:00,Negatif,Negatif,Positif
1 tahun masa pemerintahan Prabowo Subianto #PetaniSejahtera pertanian menjadi fokus utama Kebijakan pemerintah dalam satu tahun ini dinilai berhasil membangun persepsi positif di mata publik . https://t.co/VWn8yY4F91 https://t.co/C72utofXV8,2025-10-13 03:14:40+00:00,Positif,Positif,Negatif
pemerintah akan terus mengawal implementasi kebijakan di lapangan agar harga tidak jatuh di bawah HPP dan memastikan distribusi berjalan lancar #PetaniSejahtera 1 Tahun Pemerintahan Prabowo https://t.co/eVMNm3xovT,2025-10-13 02:55:06+00:00,Positif,Positif,Positif
Hilirisasi menjadi wajah kebijakan ekonomi baru pemerintah Prabowo-Gibran. Menjadi penopang peningkatan investasi. #Ekonomi #AdadiKompas https://t.co/5SMbsJM4XX,2025-10-07 23:19:04+00:00,Positif,Positif,Negatif
Setahun Prabowo: Kebijakan Tanpa Data Pemerintah Tanpa Arah️ Klaim tersebut tidak akurat dan bertentangan dengan fakta capaian pemerintahan Presiden Prabowo Subianto dalam satu tahun pertama (Oktober 2024 Oktober 2025). ■Berdasarkan data resmi dari berbagai lembaga,2025-10-22 12:28:04+00:00,Positif,Negatif,Positif
Nonton film kualitas HD dengan subtitle Indonesia tanpa buffering disini https://t.co/Gq6G8TzFWM #ProofOfFortification #TREASURE_EVERYTHING_MV EVERYTHING MV OUT NOW #waktunyastart #paketekonomi2025 Jumat kebijakan fiskal pemerintah upaya pengabdian maksimal prabowo in pdip out https://t.co/575KXmbkNB,2025-09-19 03:39:44+00:00,Negatif,Negatif,Positif
‼️ Rekap Keasbunan/Komunikasi Buruk Pejabat RI [UPDATE hingga kini] ️ Pindah aja kalau perlu ngga usah balik - Luhut Binsar Pandjaitan sindir kritik kebijakan September 2024. ️ Rakyat miskin tapi bahagia - Zulkifli Hasan komentari kemiskinan Januari 2025. ️,2025-06-13 14:12:32+00:00,Positif,Negatif,Positif
Menjadi fokus utama pertanian pada kebijakan pemerintah presiden @prabowo dalam satu tahun ini dinilai berhasil membangun persepsi positif di mata publik . https://t.co/8f5uvlDO7e #PetaniSejahtera 1 Tahun Pemerintahan Prabowo https://t.co/hy7x5dvrpe,2025-10-13 03:17:51+00:00,Positif,Positif,Positif
Untuk pertama kalinya dalam sejarah program pupuk bersubsidi pemerintah secara resmi menurunkan harga eceran tertinggi (HET) pupuk hingga 20 persen berlaku mulai 22 Oktober 2025. Kebijakan ini bertepatan dengan satu tahun pemerintahan Presiden Prabowo Subianto dan dilakukan https://t.co/nffFcEq3BL,2025-10-22 09:52:14+00:00,Positif,Positif,Positif
Menutup Semester I-2025 BTN memaparkan kinerja positif dalam Public Expose Live 2025 (10/9). BTN menargetkan pertumbuhan kredit sebesar 7 9% yoy di tahun ini sejalan dengan penambahan kuota KPR Subsidi FLPP dan dukungan kebijakan pemerintah https://t.co/KVV2Mcvu5X,2025-09-24 02:52:15+00:00,Positif,Positif,Positif
@DarkMassacres Dari 2010 hingga 2025 pengeluaran dan kebijakan fiskal Indonesia meningkat signifikan. Selama era Jokowi (2014 2024) belanja negara naik rata-rata menjadi sekitar 15 4% dari PDB per tahun dengan utang pemerintah bertambah lebih dari Rp6.000 triliun. Di bawah Prabowo (mulai,2025-10-26 15:18:40+00:00,Negatif,Negatif,Positif
Pertemuan Presiden Prabowo dan Dasco ke Istana Bahas Sejumlah Program Prioritas dan Kebijakan Pemerintah https://t.co/FBxoYoGQU6 lewat @Keuangan News https://t.co/RZjhw1cJ4n,2025-09-11 03:31:59+00:00,Positif,Positif,Positif
Pak @prabowo tau ga ya klo kebijakan pemerintah merugikan masyarakat. Perilaku oknum di SPBU plat merah yg membuat rakyat makin ga mau isi di SPBU tsb Atau bawahannya lapor bagus2 alias ABS terus ke atas ? Cc @pakmul63,2025-09-19 08:05:43+00:00,Positif,Positif,Positif
Pada Apel Kebangsaan Buruh yang digelar pada Rabu (15/10) Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo M. Si. menyampaikan apresiasinya terhadap dukungan penuh kalangan buruh terhadap kebijakan pemerintah. https://t.co/cz73QkEZGb,2025-10-16 13:26:49+00:00,Positif,Positif,Positif
Presiden Prabowo Subianto mereshuffle kabinetnya Senin 8 September 2025. Reshuffle jika hanya mengganti orang terasa percuma. Masuknya orang-orang baru dalam kabinet Merah Putih diharapkan publik sebagai kebijakan adaptif pemerintah untuk meninjau kembali strategi yang dibuat https://t.co/PaxAnwdVhD,2025-09-09 10:13:52+00:00,Positif,Positif,Positif
Hilirisasi menjadi wajah kebijakan ekonomi baru pemerintah Prabowo-Gibran. Menjadi penopang peningkatan investasi. #Ekonomi #AdadiKompas https://t.co/9hD0jfbraB,2025-10-07 23:16:55+00:00,Positif,Positif,Positif
Menutup Semester I-2025 BTN memaparkan kinerja positif dalam Public Expose Live 2025 (10/9). BTN menargetkan pertumbuhan kredit sebesar 7 9% yoy di tahun ini sejalan dengan penambahan kuota KPR Subsidi FLPP dan dukungan kebijakan pemerintah di sektor perumahan. https://t.co/IOEjkYDPaq,2025-09-29 02:53:43+00:00,Positif,Positif,Positif
Cari musuh? Kalian yang memusuhi aku karena aku kritik kebijakan pak Jokowi. Kalian kritik kebijakan pak Prabowo aku santai saja. Kalian gak mau dukung pemerintah bukan urusanku. Selama masih dibayar oleh rakyat maka rakyat berhak kritik kebijakan yang berdampak kepada rakyat.,2025-10-30 16:28:24+00:00,Positif,Positif,Positif
